[INFO|TriggerIO.Base.Common.setLogLevel]: Log Level <ALL> 
[FINEST|TriggerIO.Base.Input.setNote]: note<48> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<6> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<55> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<7> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<54> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<8> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<47> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<9> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<10> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<45> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<11> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<12> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<43> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<13> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<14> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<49> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<15> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<58> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<16> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<55> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<17> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<18> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<53> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<19> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<20> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<44> 
[FINE|TriggerIO.Base.DeviceAbstract.setDevice]: kits(i)<19>, i=<18> 
[FINEST|TriggerIO.Base.Kit.setKitNumber]: kitNumber<19> 
[FINEST|TriggerIO.Base.Kit.setKitName]: kitName<Kit-19> 
[FINEST|TriggerIO.Base.Kit.setProgramChange]: programChange<-1> 
[FINE|TriggerIO.Base.Kit.setKit]: inputNodes.length <21> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<0> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<1> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<2> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<38> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<3> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<40> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<4> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<46> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<5> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<48> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<6> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<55> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<7> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<54> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<8> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<47> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<9> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<10> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<45> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<11> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<12> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<43> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<13> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<14> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<49> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<15> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<58> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<16> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<55> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<17> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<18> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<53> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<19> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<35> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<20> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<44> 
[FINE|TriggerIO.Base.DeviceAbstract.setDevice]: kits(i)<20>, i=<19> 
[FINEST|TriggerIO.Base.Kit.setKitNumber]: kitNumber<20> 
[FINEST|TriggerIO.Base.Kit.setKitName]: kitName<Kit-20> 
[FINEST|TriggerIO.Base.Kit.setProgramChange]: programChange<20> 
[FINE|TriggerIO.Base.Kit.setKit]: inputNodes.length <21> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<0> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<10> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<1> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<11> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<2> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<20> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<3> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<21> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<4> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<30> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<5> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<31> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<6> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<40> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<7> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<41> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<8> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<50> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<9> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<51> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<10> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<60> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<11> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<61> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<12> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<70> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<13> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<71> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<14> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<80> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<15> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<81> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<16> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<90> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<17> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<91> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<18> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<100> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<19> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<101> 
[FINEST|TriggerIO.Base.Input.setinputNumber]: inputNumber<20> 
[FINEST|TriggerIO.Base.Input.setChannel]: channel<9> 
[FINEST|TriggerIO.Base.Input.setNote]: note<44> 
[FINE|TriggerIO.Base.DeviceAbstract.setDevice]: kits(i)<21>, i=<20> 
[FINE|TriggerIO.Base.DeviceAbstract.setDevice]: kits.size<21> 
[FINE|TriggerIO.Base.DeviceAbstract.setDevice]: globalInputNodes.length<21> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-1T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <9> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <1> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-1R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <1> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <2> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-2T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <14> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <11> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <7> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-2R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <11> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <4> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-3T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <7> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <8> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <7> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <4> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <25> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-3R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <1> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-4T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <1> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <2> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <7> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-4R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <1> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <2> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <8> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-5T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <9> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <11> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <14> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <4> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <9> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-5R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <2> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <13> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <4> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-6T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <7> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <11> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <4> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <11> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-6R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <13> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <12> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-7T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <12> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <7> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <4> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <13> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-7R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <14> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-8T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <12> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <22> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <2> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-8R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <1> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <16> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-9T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <13> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <9> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <2> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <23> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <2> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <17> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-9R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <1> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <18> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-10T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <2> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <9> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <21> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <19> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-10R> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <15> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <6> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <5> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <1> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setInputNumber]: triggerInputNumber = <20> 
[FINEST|TriggerIO.Base.GlobalInput.setInputName]: triggerInputName = <Input-11T> 
[FINEST|TriggerIO.Base.GlobalInput.setGain]: gain = <10> 
[FINEST|TriggerIO.Base.GlobalInput.setVelocityCurve]: velocityCurve = <2> 
[FINEST|TriggerIO.Base.GlobalInput.setThreshold]: threshold = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setXTalk]: xTalk = <3> 
[FINEST|TriggerIO.Base.GlobalInput.setRetrigger]: retrigger = <0> 
[FINEST|TriggerIO.Base.GlobalInput.setTriggerType]: triggerType = <5> 
[FINE|TriggerIO.Base.DeviceAbstract.setDevice]: globalInputs.size<21> 
